,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
438,460857,Male,No,31,No,Entertainment,1.0,Low,1.0
439,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0
440,460532,Female,No,18,No,,0.0,Low,6.0
441,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0
442,461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0
443,461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0
444,467780,Male,Yes,47,Yes,Artist,,Low,3.0
445,462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0
446,464684,Female,No,40,No,Engineer,9.0,Low,5.0
447,462276,Female,No,36,Yes,Engineer,4.0,Low,1.0
448,462142,Female,No,42,Yes,Artist,,Low,1.0
449,462417,Male,No,30,No,Healthcare,4.0,Low,4.0
450,466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0
451,464736,Male,No,28,Yes,Engineer,0.0,Low,5.0
452,467520,Male,,22,No,Healthcare,,Low,2.0
453,459835,Male,Yes,85,No,Lawyer,,Low,1.0
454,463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0
455,460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0
456,466211,Male,Yes,47,Yes,Artist,0.0,Low,
457,460139,Male,No,26,No,Artist,6.0,Low,6.0
458,464126,Female,No,55,Yes,Marketing,3.0,Low,1.0
459,461286,Female,No,20,No,Doctor,4.0,Low,4.0
460,461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0
461,460163,Male,No,28,No,Healthcare,0.0,Low,2.0
462,461958,Male,No,38,No,Artist,2.0,Low,2.0
463,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0
464,464791,Male,Yes,42,No,Marketing,0.0,High,6.0
465,464579,Female,No,29,No,Engineer,1.0,Low,4.0
466,463531,Male,No,32,Yes,Doctor,0.0,Low,4.0
467,462651,Male,Yes,38,No,Executive,,High,5.0
468,465486,Female,Yes,59,No,Artist,1.0,High,2.0
469,460882,Male,No,22,No,Healthcare,0.0,Low,2.0
470,467162,Female,No,26,No,Homemaker,9.0,Low,
471,461298,Female,Yes,78,Yes,Artist,1.0,High,2.0
472,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0
473,459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0
474,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0
475,462941,Male,No,67,No,Lawyer,,Low,2.0
476,459143,Male,Yes,47,No,Artist,0.0,High,4.0
477,464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0
478,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0
479,466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0
480,465469,Female,No,43,Yes,Artist,6.0,Low,1.0
481,461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0
482,465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0
483,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0
484,465609,Female,No,21,No,Healthcare,1.0,Low,4.0
485,467009,Female,No,29,No,Homemaker,2.0,Low,4.0
486,461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0
487,464938,Male,Yes,46,No,Artist,0.0,Low,3.0
488,462034,Female,Yes,38,Yes,Artist,9.0,High,2.0
489,464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0
490,467925,Female,No,28,Yes,Artist,3.0,Low,7.0
491,463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0
492,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0
493,462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0
494,463249,Male,No,28,No,Entertainment,1.0,Low,2.0
495,464217,Female,No,32,No,Healthcare,12.0,Low,3.0
496,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0
497,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0
498,459656,Male,No,22,No,,,Low,6.0
499,463114,Male,No,41,Yes,Artist,,Low,3.0
500,465309,Female,No,18,No,Healthcare,6.0,Low,4.0
501,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0
502,459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0
503,467385,Male,No,47,No,Artist,1.0,Low,
504,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0
505,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0
506,467307,Male,Yes,57,Yes,Executive,1.0,High,3.0
507,464026,Male,No,18,No,Healthcare,1.0,Low,2.0
508,464645,Male,,52,Yes,Artist,1.0,Average,5.0
509,462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0
510,460685,Male,No,51,,Artist,6.0,Low,4.0
511,460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0
512,459322,Male,No,36,Yes,Marketing,0.0,Low,1.0
513,464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0
514,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0
515,465165,Male,No,61,Yes,Artist,0.0,Low,1.0
516,464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0
517,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0
518,465417,Male,Yes,40,Yes,Entertainment,,Average,2.0
519,464096,Female,No,31,No,Healthcare,1.0,Low,5.0
520,464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0
521,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0
522,467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0
523,461873,Male,No,29,Yes,Doctor,1.0,Low,4.0
524,465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0
525,467204,Male,No,27,Yes,Healthcare,,Low,3.0
526,467320,Female,No,21,No,Healthcare,0.0,Low,4.0
527,459468,Male,Yes,35,No,Artist,9.0,Average,3.0
528,467316,Female,No,42,Yes,Doctor,0.0,Low,1.0
529,466182,Female,No,41,Yes,Artist,2.0,Low,1.0
530,463757,Male,No,39,Yes,Artist,0.0,Low,3.0
531,462314,Female,No,28,No,Doctor,14.0,Low,1.0
532,466392,Female,Yes,45,Yes,Engineer,3.0,Average,
533,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0
534,461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0
535,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0
536,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0
537,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0
538,462913,Female,No,25,Yes,Artist,4.0,Low,5.0
539,465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0
540,459149,Male,Yes,43,No,Executive,0.0,High,4.0
541,464508,Male,Yes,49,Yes,Executive,1.0,High,3.0
542,458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0
543,459947,Female,No,37,Yes,Artist,3.0,Low,1.0
544,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0
545,466009,Female,No,32,No,,10.0,Low,5.0
546,466338,Female,No,39,No,Engineer,0.0,Low,3.0
547,465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0
548,465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0
549,466369,Female,No,38,No,Homemaker,5.0,Low,1.0
550,463939,Male,No,26,No,Marketing,0.0,Low,5.0
551,460825,Male,No,30,Yes,Doctor,1.0,Low,3.0
552,461125,Male,Yes,51,Yes,Homemaker,1.0,Low,
553,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0
554,467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0
555,465879,Male,No,39,Yes,Artist,0.0,Low,1.0
556,463961,Female,No,30,No,Engineer,0.0,Low,4.0
557,462634,Female,Yes,43,No,Artist,0.0,Average,3.0
558,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0
559,466624,Female,Yes,46,No,Artist,0.0,Average,4.0
560,467785,Male,Yes,43,No,Artist,1.0,Low,2.0
561,461928,Male,Yes,69,Yes,Lawyer,,Low,1.0
562,460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0
563,460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0
564,467468,Female,No,27,No,Healthcare,,Low,5.0
565,463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0
566,463968,Male,No,33,No,Artist,,Low,4.0
567,465414,Female,No,30,No,Engineer,0.0,Low,1.0
568,464574,Male,No,58,No,Healthcare,4.0,Low,2.0
569,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0
570,467971,Female,No,31,Yes,Artist,1.0,Low,4.0
571,464746,Male,Yes,32,No,Executive,4.0,Average,5.0
572,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0
573,466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0
574,460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0
575,461594,Female,Yes,59,Yes,Artist,,Average,2.0
576,462713,Female,No,40,Yes,Engineer,,Low,1.0
577,465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0
578,462222,Male,No,20,No,Healthcare,1.0,Low,6.0
579,459342,Female,Yes,84,No,Lawyer,1.0,High,2.0
580,463006,Female,No,41,Yes,Marketing,,Low,1.0
581,463029,Male,Yes,51,No,Artist,,Average,3.0
582,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0
583,464319,Female,No,33,No,Doctor,0.0,Low,1.0
584,462828,Male,No,25,No,Marketing,3.0,Low,3.0
585,459873,Male,Yes,55,Yes,Artist,,Average,3.0
586,461608,Female,Yes,56,Yes,Executive,,High,4.0
587,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0
588,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0
589,464826,Male,No,23,No,Healthcare,6.0,Low,5.0
590,462677,Female,No,43,Yes,Artist,2.0,Low,4.0
591,465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0
592,463483,Male,Yes,29,No,Executive,1.0,High,2.0
593,459816,Male,Yes,37,Yes,Doctor,,Low,2.0
594,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0
595,465990,Male,Yes,48,No,Executive,2.0,High,2.0
596,466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0
597,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0
598,467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0
599,467373,Male,No,31,Yes,Healthcare,,Low,1.0
600,461256,Male,No,33,No,Doctor,1.0,Low,4.0
601,466522,Male,,18,No,,6.0,High,4.0
602,459010,Female,Yes,48,Yes,Artist,,Average,3.0
603,466537,Female,Yes,83,No,Lawyer,,Low,2.0
604,459046,Male,Yes,57,Yes,Executive,,Low,4.0
605,459335,Male,No,26,Yes,Healthcare,,Low,3.0
606,462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0
607,466208,Male,Yes,67,No,Executive,2.0,High,1.0
608,462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0
609,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0
610,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0
611,464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0
612,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0
613,465255,Male,No,21,No,Healthcare,9.0,Low,5.0
614,462536,Female,Yes,48,No,Engineer,1.0,High,
615,461186,Female,No,18,No,Healthcare,,Low,3.0
616,466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0
617,461385,Male,Yes,85,No,Lawyer,,Low,1.0
618,459115,Female,No,21,No,Marketing,1.0,Low,5.0
619,461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0
620,460027,Female,No,37,Yes,Entertainment,6.0,Low,
621,460366,Male,No,28,No,Healthcare,1.0,Low,5.0
622,464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0
623,465696,Female,No,56,Yes,Artist,0.0,Low,2.0
624,461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0
625,467963,Male,No,21,No,Healthcare,1.0,Low,4.0
626,462437,Male,No,18,No,Healthcare,0.0,Low,6.0
627,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0
628,465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0
629,463040,Male,Yes,75,No,Lawyer,1.0,High,2.0
630,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0
631,461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0
632,467139,Female,No,30,Yes,Artist,0.0,Low,3.0
633,459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0
634,460689,Male,Yes,41,,Executive,6.0,High,2.0
635,462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0
636,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0
637,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,
638,466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0
639,459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0
640,463399,Female,No,26,No,Marketing,3.0,Low,3.0
641,465538,Male,Yes,62,No,,7.0,High,2.0
642,464878,Male,No,22,No,Healthcare,0.0,Low,4.0
643,467599,Female,No,19,No,Healthcare,0.0,Low,3.0
644,466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0
645,463576,Female,No,31,No,Doctor,0.0,Low,4.0
646,464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0
647,466457,Female,Yes,62,,Lawyer,8.0,Low,5.0
648,463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0
649,466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0
650,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0
651,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0
652,465638,Female,Yes,51,Yes,Artist,,Low,
653,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0
654,466718,Male,Yes,66,,Executive,0.0,High,2.0
655,464219,Male,No,27,Yes,Marketing,1.0,Low,2.0
656,467098,Male,Yes,87,No,Executive,1.0,Low,2.0
657,467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0
658,465137,Male,Yes,57,Yes,Artist,1.0,Average,4.0
659,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0
660,467459,Male,Yes,40,Yes,Executive,,High,5.0
661,460308,Female,No,32,Yes,Doctor,7.0,Low,
662,467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0
663,459803,Male,No,39,Yes,Doctor,4.0,Low,3.0
664,465972,Female,No,47,Yes,Marketing,9.0,Low,1.0
665,459414,Female,No,39,Yes,,8.0,Low,
666,466173,Male,No,28,No,Entertainment,1.0,Low,
667,464136,Male,Yes,69,Yes,Artist,0.0,Average,3.0
668,459286,Female,No,42,Yes,Artist,0.0,Low,1.0
669,463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0
670,466636,Female,No,23,No,Marketing,3.0,Low,3.0
671,461064,Male,No,45,Yes,Artist,1.0,Low,5.0
672,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0
673,458990,Female,Yes,71,No,Lawyer,1.0,High,3.0
674,461351,Female,No,26,No,Doctor,0.0,Low,2.0
675,464420,Female,Yes,60,Yes,Artist,8.0,High,2.0
676,462060,Female,Yes,46,Yes,Artist,1.0,Average,2.0
677,465707,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0
678,463733,Female,No,18,No,Healthcare,1.0,Low,3.0
679,463960,Male,Yes,26,Yes,Doctor,1.0,Average,2.0
680,462395,Male,Yes,53,Yes,Artist,1.0,High,2.0
681,461015,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0
682,464965,Male,Yes,76,No,Executive,,Low,7.0
683,466267,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0
684,464056,Female,Yes,65,Yes,Artist,0.0,Average,2.0
685,465898,Female,No,37,Yes,Artist,12.0,Low,2.0
686,465361,Male,No,25,No,Healthcare,0.0,Low,4.0
687,461394,Female,No,21,No,Engineer,0.0,Low,5.0
688,466269,Female,No,25,No,Healthcare,0.0,Low,4.0
689,466213,Male,No,23,No,Healthcare,4.0,Low,5.0
690,465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0
691,463451,Female,No,30,No,Doctor,0.0,Low,4.0
692,463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0
693,459499,Female,Yes,81,No,Lawyer,,High,2.0
694,463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0
695,465448,Male,No,32,No,Healthcare,0.0,Low,3.0
696,463041,Female,Yes,43,Yes,Artist,,Average,4.0
697,459325,Male,Yes,26,No,Executive,9.0,High,4.0
698,467233,Female,No,67,No,Artist,1.0,Low,2.0
699,465264,Male,Yes,88,No,Executive,0.0,Low,1.0
700,461811,Female,No,40,Yes,Healthcare,8.0,Low,4.0
701,466370,Female,,48,Yes,Artist,0.0,Low,4.0
702,465368,Male,No,18,No,Healthcare,7.0,Low,3.0
703,461245,Male,Yes,39,Yes,,5.0,Average,3.0
704,467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0
705,467879,Female,Yes,51,Yes,Artist,,High,4.0
706,461499,Female,Yes,25,No,Engineer,0.0,Average,2.0
707,465936,Male,No,35,Yes,Artist,6.0,Low,3.0
708,459748,Male,Yes,46,No,Executive,0.0,High,2.0
709,466376,Female,Yes,53,No,Homemaker,2.0,High,3.0
710,460215,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0
711,462076,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0
712,465756,Male,No,23,No,Healthcare,1.0,Low,3.0
713,463573,Male,No,29,No,Doctor,1.0,Low,2.0
714,463455,Male,Yes,46,No,Artist,0.0,Low,2.0
715,460841,Female,No,61,Yes,Marketing,1.0,Low,1.0
716,463959,Female,No,37,No,Artist,1.0,Low,1.0
717,461792,Female,No,23,No,Healthcare,6.0,Low,5.0
718,459118,Male,No,21,No,Healthcare,,Low,8.0
719,462791,Female,No,33,No,Healthcare,7.0,Low,4.0
720,460852,Male,Yes,74,No,Executive,0.0,Low,
721,463102,Male,No,41,No,Entertainment,0.0,Low,2.0
722,463302,Female,Yes,58,Yes,Engineer,,High,4.0
723,462659,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0
724,463408,Male,No,33,No,Marketing,2.0,Low,3.0
725,462071,Male,Yes,43,No,Doctor,0.0,Low,2.0
726,464806,Male,Yes,25,No,Executive,1.0,Low,2.0
727,463664,Female,No,26,No,Engineer,0.0,Low,1.0
728,467795,Male,No,22,No,Healthcare,1.0,Low,5.0
729,459141,Male,Yes,28,No,Artist,0.0,Average,2.0
730,465900,Female,No,36,Yes,Entertainment,7.0,Low,1.0
731,467265,Female,No,28,No,Healthcare,1.0,Low,3.0
732,464490,Male,Yes,85,Yes,Artist,1.0,High,4.0
733,461920,Male,No,30,Yes,Entertainment,0.0,Low,
734,460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0
735,466491,Male,Yes,82,No,Executive,1.0,High,2.0
736,459062,Male,,48,Yes,Executive,,High,5.0
737,465248,Female,No,18,No,Healthcare,3.0,Low,3.0
738,463308,Male,Yes,53,Yes,Engineer,1.0,Low,2.0
739,463478,Male,Yes,50,Yes,Artist,0.0,Average,4.0
740,465396,Female,Yes,39,No,Engineer,9.0,Average,6.0
741,461954,Female,Yes,35,No,Engineer,2.0,Average,6.0
742,467287,Male,No,28,Yes,Entertainment,,Low,3.0
743,463800,Female,No,33,Yes,Engineer,1.0,Low,3.0
744,459894,Female,Yes,35,Yes,Healthcare,1.0,Low,3.0
745,459778,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0
746,464662,Female,Yes,50,Yes,Artist,1.0,High,3.0
747,460878,Male,Yes,47,No,Entertainment,0.0,Average,4.0
748,462187,Female,No,50,Yes,Artist,4.0,Low,1.0
749,462675,Male,Yes,56,Yes,Artist,,Low,4.0
750,461908,Female,No,26,No,Healthcare,10.0,Low,1.0
751,461951,Male,No,21,No,Healthcare,0.0,Low,4.0
752,465352,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0
753,464258,Female,Yes,88,No,Lawyer,0.0,High,2.0
754,464215,Male,No,72,No,Marketing,1.0,Low,2.0
755,467561,Male,Yes,61,Yes,Artist,1.0,Low,2.0
756,460322,Female,Yes,45,No,Engineer,8.0,Low,
757,464665,Female,Yes,51,No,Engineer,1.0,Average,5.0
758,460670,Male,No,42,Yes,Artist,6.0,Low,2.0
759,461486,Male,Yes,59,No,Entertainment,8.0,Average,3.0
760,459526,Female,No,45,Yes,Healthcare,4.0,Low,1.0
761,465429,Female,Yes,68,Yes,Artist,,Average,3.0
762,466492,Female,Yes,85,Yes,Lawyer,0.0,High,2.0
763,459489,Male,Yes,46,Yes,Doctor,1.0,Average,4.0
764,459681,Female,Yes,32,Yes,Artist,0.0,Average,2.0
765,462971,Female,Yes,70,Yes,Engineer,0.0,Low,1.0
766,461233,Male,Yes,37,Yes,Entertainment,,Low,
767,461221,Female,No,30,No,Marketing,1.0,Low,4.0
768,464090,Female,No,33,Yes,Engineer,1.0,Low,2.0
769,459863,Male,Yes,61,No,Healthcare,,Low,3.0
770,459822,Female,No,37,Yes,Engineer,0.0,Low,1.0
771,462540,Male,Yes,32,Yes,Entertainment,6.0,Low,2.0
772,467411,Male,Yes,52,Yes,Artist,0.0,High,2.0
773,463997,Female,Yes,42,No,Entertainment,0.0,Average,3.0
774,464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0
775,465751,Female,Yes,52,Yes,Artist,9.0,Low,2.0
776,459797,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0
777,460798,Female,No,28,No,Engineer,,Low,6.0
778,464572,Female,Yes,47,Yes,Marketing,1.0,Low,1.0
779,462352,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0
780,460513,Male,No,27,No,Healthcare,2.0,Low,4.0
781,463228,Female,Yes,56,Yes,Artist,0.0,Average,5.0
782,464765,Female,Yes,53,No,Engineer,7.0,Average,6.0
783,463720,Female,Yes,45,Yes,Artist,1.0,Average,4.0
784,460799,Female,No,37,No,Homemaker,1.0,Low,1.0
785,460891,Female,Yes,36,No,Artist,2.0,Average,4.0
786,460311,Male,No,25,Yes,Entertainment,2.0,Low,3.0
787,466727,Female,Yes,45,Yes,Artist,1.0,Average,2.0
788,466157,Male,Yes,72,Yes,Homemaker,9.0,Low,
789,465138,Male,No,35,Yes,Entertainment,1.0,Low,3.0
790,466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0
791,463154,Female,Yes,31,No,Artist,1.0,Low,4.0
792,462967,Male,Yes,47,No,Entertainment,4.0,Average,3.0
793,460908,Male,No,20,No,Healthcare,7.0,Low,3.0
794,467560,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0
795,463404,Male,Yes,29,No,Doctor,,High,2.0
796,463281,Male,Yes,25,No,Entertainment,3.0,Average,2.0
797,462466,Male,Yes,52,Yes,Executive,0.0,High,4.0
798,463744,Female,No,27,Yes,Artist,1.0,Low,6.0
799,464209,Male,Yes,52,Yes,Executive,1.0,Average,4.0
800,462528,Female,Yes,49,Yes,Artist,0.0,Low,1.0
801,459518,Male,Yes,60,,,,Average,4.0
802,460061,Male,No,45,Yes,Marketing,0.0,Low,1.0
803,466188,Male,Yes,59,Yes,Artist,4.0,Low,1.0
804,467914,Female,No,18,No,Healthcare,8.0,Low,5.0
805,462758,Male,No,18,No,Healthcare,0.0,Low,3.0
806,465704,Male,Yes,55,No,Artist,1.0,Low,1.0
807,460397,Female,No,59,Yes,Entertainment,1.0,Low,1.0
808,466676,Male,No,22,No,Healthcare,0.0,Low,2.0
809,465024,Male,Yes,52,Yes,Executive,0.0,High,4.0
810,461630,Male,Yes,51,Yes,Artist,1.0,Average,3.0
811,465328,Male,Yes,35,No,Executive,0.0,High,5.0
812,461220,Female,No,26,No,Executive,8.0,Low,3.0
813,463935,Male,Yes,38,Yes,Entertainment,1.0,Average,2.0
814,460514,Male,Yes,43,Yes,Doctor,1.0,Low,4.0
815,466262,Male,No,41,Yes,Entertainment,1.0,Low,2.0
816,467094,Female,No,27,No,Homemaker,8.0,Low,
817,459280,Male,Yes,60,Yes,,0.0,Low,1.0
818,464581,Female,No,25,No,Doctor,,Low,4.0
819,459624,Male,No,18,No,Healthcare,,Low,5.0
820,460890,Male,Yes,47,Yes,Artist,0.0,Average,4.0
821,466415,Male,Yes,71,No,Marketing,1.0,Low,1.0
822,462392,Female,No,32,Yes,Entertainment,1.0,Low,3.0
823,459706,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0
824,464429,Female,No,33,Yes,Healthcare,0.0,Low,
825,467446,Female,No,37,Yes,Artist,9.0,Low,1.0
826,460528,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0
827,464836,Female,,33,No,Engineer,7.0,High,5.0
828,459212,Female,Yes,68,Yes,Artist,1.0,Average,2.0
829,462364,Male,Yes,51,No,Artist,0.0,Low,3.0
830,464549,Male,Yes,52,Yes,Executive,1.0,Low,4.0
831,464555,Male,Yes,31,Yes,Marketing,13.0,High,4.0
832,462027,Male,No,39,No,Engineer,1.0,Low,1.0
833,467110,Male,,60,Yes,Lawyer,1.0,High,1.0
834,467123,Female,Yes,50,Yes,Executive,4.0,High,3.0
835,459599,Female,No,19,No,Healthcare,,Low,4.0
836,467826,Male,No,18,No,Healthcare,0.0,Low,6.0
837,461837,Male,Yes,37,Yes,Artist,0.0,Low,2.0
838,467328,Female,Yes,50,Yes,Doctor,1.0,Average,3.0
839,467962,Female,No,20,No,Healthcare,0.0,Low,
840,464025,Male,No,19,No,Healthcare,1.0,Low,6.0
841,460385,Male,No,31,Yes,Healthcare,0.0,Low,4.0
842,462551,Male,Yes,53,Yes,Doctor,14.0,Average,2.0
843,462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0
844,459958,Male,No,37,Yes,Healthcare,8.0,Low,3.0
845,465690,Female,Yes,49,No,Healthcare,,Average,2.0
846,459221,Male,Yes,70,No,Entertainment,,Low,1.0
847,461059,Female,Yes,48,No,Lawyer,1.0,High,2.0
848,461227,Male,No,21,No,Healthcare,0.0,Low,4.0
849,466246,Male,No,19,No,Healthcare,0.0,Low,4.0
850,462619,Male,,61,No,,0.0,High,
851,459561,Male,No,31,No,Healthcare,,Low,3.0
852,467048,Female,Yes,65,Yes,Lawyer,0.0,High,3.0
853,467362,Male,Yes,73,No,Executive,1.0,Low,1.0
854,459846,Female,Yes,50,Yes,Artist,1.0,Average,3.0
855,460351,Male,Yes,70,Yes,Lawyer,0.0,Low,1.0
856,459515,Male,Yes,58,Yes,Engineer,0.0,Low,1.0
857,460499,Female,,58,No,Marketing,14.0,High,6.0
858,460829,Male,No,18,Yes,Healthcare,1.0,Low,2.0
859,466559,Male,No,32,No,Healthcare,0.0,Low,4.0
860,467236,Female,No,40,Yes,Lawyer,4.0,Low,1.0
861,461816,Female,No,49,Yes,Marketing,0.0,Low,5.0
862,467409,Male,No,35,Yes,Artist,8.0,Low,1.0
863,466299,Female,Yes,40,Yes,Engineer,0.0,Low,2.0
864,464565,Male,No,30,Yes,Marketing,12.0,Low,4.0
865,465906,Female,No,35,Yes,Artist,5.0,Low,1.0
866,460950,Male,Yes,28,No,Doctor,0.0,Low,5.0
867,466654,Male,No,30,,Marketing,8.0,Low,1.0
868,459649,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0
869,461077,Male,No,39,Yes,Entertainment,1.0,Low,8.0
870,464642,Female,Yes,26,Yes,Engineer,6.0,High,7.0
871,463741,Male,Yes,36,Yes,Artist,0.0,High,3.0
872,460594,Female,No,26,Yes,Homemaker,9.0,Low,
873,465253,Male,No,21,No,Healthcare,1.0,Low,3.0
874,459936,Female,No,45,Yes,Artist,2.0,Low,1.0
875,462998,Male,Yes,45,No,Entertainment,10.0,Average,4.0
876,464179,Female,Yes,63,Yes,Artist,0.0,Average,3.0
877,465655,Female,No,45,Yes,Artist,1.0,Low,1.0
878,462988,Female,Yes,27,Yes,Healthcare,9.0,High,2.0
